accession,proteinClass
Q9UI32,Enzyme
Q96FL9,Enzyme
P59646,IC
Q9UN86,Enzyme
Q9BQS8,None
Q9H3Q3,Enzyme
P57057,Transporter
Q9UBS5,GPCR
P07902,Enzyme
Q13068,None
Q7Z7M9,Enzyme
Q8NCL4,Enzyme
Q9NY12,None
P34059,Enzyme
Q9H0R6,Enzyme
P50151,None
Q9UBI6,None
A0A1W2PPG7,None
P63215,None
P50150,None
P63218,None
P32455,None
P32456,None
Q96PP9,None
Q96PP8,None
P10997,None
Q4G0N0,Enzyme
Q14390,Enzyme
Q6Y7W6,None
P50213,Enzyme
O43837,Enzyme
P51553,Enzyme
O75874,Enzyme
P48735,Enzyme
Q9UBU3,None
Q9H1C3,Enzyme
Q8IVK1,None
Q9H093,Kinase
Q7Z417,None
Q14980,None
Q93086,IC
O15547,IC
Q8NBR0,None
Q15102,Enzyme
Q3MJ16,Enzyme
P04054,Enzyme
Q9UQ80,Enzyme
Q92569,Enzyme
O15496,Enzyme
Q9H361,None
Q96DU9,None
P01298,None
O14832,Enzyme
Q9ULR5,None
Q9H074,None
O96013,Kinase
Q9NQU5,Kinase
A0A075B759,Enzyme
P0DN37,Enzyme
Q9NP74,None
Q5QFB9,None
Q96QZ0,IC
Q6QHF9,Enzyme
Q4VXU2,None
Q9H999,Kinase
Q6ZVX9,None
Q8IY49,None
Q9NR21,Enzyme
O43316,TF
Q9HBI0,None
Q06710,TF
Q96RG2,Kinase
Q9BXS6,None
Q96RC9,oGPCR
Q8NGM9,oGPCR
Q15617,oGPCR
Q8NGP2,oGPCR
Q9Y619,Transporter
Q9BXI2,Transporter
Q8IV42,Kinase
O43913,None
Q9NZ20,Enzyme
Q9BRP4,Enzyme
Q96C36,Enzyme
Q9BZM2,Enzyme
Q15004,None
Q8N7H5,Enzyme
Q96GU1,None
Q13153,Kinase
Q13177,Kinase
O75914,Kinase
Q9BPZ3,None
A6NDB9,None
Q6UXH9,Enzyme
Q504Q3,Enzyme
Q58A45,Kinase
P30566,Enzyme
P31939,None
Q96RD7,IC
Q5JQF8,None
Q8TEW8,None
Q15546,None
Q8TB37,None
O60285,Kinase
P04001,GPCR
Q96CV9,None
O14718,GPCR
P30953,oGPCR
O43749,oGPCR
Q96R84,oGPCR
Q8NGS2,oGPCR
Q9Y585,oGPCR
Q8NH94,oGPCR
Q8NGR5,oGPCR
Q9GZK4,oGPCR
Q8NH06,oGPCR
Q8NGQ1,oGPCR
Q96RA2,oGPCR
Q8NGE9,oGPCR
Q8NG99,oGPCR
Q96SN7,None
Q9BRQ5,None
Q8NGG7,oGPCR
Q8WZ84,oGPCR
Q8NGG1,oGPCR
Q9Y5N6,None
Q9UJX0,None
Q9BXW6,None
Q9H1P3,None
Q86UW2,Transporter
Q86WC4,None
P00480,Enzyme
P25105,GPCR
A6NHN0,None
Q7RTS5,None
Q9NRC9,None
Q8NHW6,None
Q9UKA9,None
Q5XKR4,TF
Q7L8S5,None
Q8N6M0,None
Q8TE49,None
Q6GQQ9,None
Q7RTZ1,Enzyme
O75127,None
Q5VV17,None
O43614,GPCR
Q9BRP0,TF
Q6IE36,None
Q96HP4,Enzyme
E9PB15,None
Q9Y3E5,Enzyme
Q9H244,GPCR
P56373,IC
Q99571,IC
Q96A73,Enzyme
Q99572,IC
P47900,GPCR
P41231,GPCR
Q7Z4N8,Enzyme
Q15077,GPCR
Q06416,TF
P04637,TF
O15350,TF
P14555,Enzyme
Q8IVD9,None
A6NF83,None
Q8NGG8,oGPCR
Q8NGG6,oGPCR
Q9GZM6,oGPCR
Q8N162,oGPCR
Q8N146,oGPCR
Q9Y3B8,Enzyme
Q53H96,Enzyme
P27986,Kinase
Q9H3D4,TF
Q68DD2,Enzyme
P39877,Enzyme
P32322,Enzyme
Q9NZK7,Enzyme
Q9BY11,Enzyme
Q9UNF0,Enzyme
Q6TGC4,Enzyme
Q9BSG0,Enzyme
P09466,None
Q7Z2X7,None
Q9BTK6,None
P05120,None
Q8NC51,None
P0DN26,Enzyme
A0A075B767,None
Q86YC2,None
O75781,None
Q8WX93,None
Q8IXS6,None
O15504,None
Q9H208,oGPCR
P58181,oGPCR
Q8NGE5,oGPCR
Q9BVL2,None
Q8NH81,oGPCR
Q8NGA6,oGPCR
P30954,oGPCR
P37198,None
Q9BW27,None
Q99567,None
Q8N1F7,None
P52948,Enzyme
Q14691,None
O15294,Enzyme
P11464,None
Q8WWZ8,None
Q9UQ74,None
O75475,Epigenetic
A6NGQ2,None
O60313,None
Q86WS3,None
Q9H6K4,None
O95456,None
Q969U7,None
O60890,None
Q9H1Y3,GPCR
Q9UHM6,GPCR
P49810,Enzyme
Q8WXF1,None
P11686,None
Q6PGN9,None
P41143,GPCR
P41145,GPCR
P41146,GPCR
P0DN77,None
P0DN78,None
P04000,GPCR
Q9UBM4,None
Q8NGS0,oGPCR
O95918,oGPCR
Q9GZK6,oGPCR
O76002,oGPCR
O76001,oGPCR
Q8NGT1,oGPCR
Q8NG80,oGPCR
Q8N349,oGPCR
A3KFT3,oGPCR
O95047,oGPCR
Q96R48,oGPCR
Q8NH03,oGPCR
Q6IEZ7,oGPCR
P59922,oGPCR
O95371,oGPCR
Q8NHB1,oGPCR
Q96R30,oGPCR
Q9Y3N9,oGPCR
Q7Z3T1,oGPCR
A6NFC9,oGPCR
O95006,oGPCR
Q8NGZ4,oGPCR
P47881,oGPCR
Q8NH83,oGPCR
Q8NGF8,oGPCR
P47883,oGPCR
Q8NH72,oGPCR
Q96R67,oGPCR
Q8NGP0,oGPCR
Q8NGM1,oGPCR
Q15615,oGPCR
Q8NGE8,oGPCR
Q8NGI4,oGPCR
Q8NGC2,oGPCR
Q96R69,oGPCR
Q8NGB9,oGPCR
Q96R72,oGPCR
Q8NGD5,oGPCR
Q8NH41,oGPCR
Q8NGC6,oGPCR
Q8NH43,oGPCR
Q8NGB6,oGPCR
Q8NGD1,oGPCR
Q8IXE1,oGPCR
P0C623,oGPCR
Q8NGB4,oGPCR
Q8NH49,oGPCR
Q8NGI9,oGPCR
Q8NH48,oGPCR
O95221,oGPCR
A6NKK0,oGPCR
Q8NGV7,oGPCR
P0DN80,None
Q8NH18,oGPCR
A6NMS3,oGPCR
Q8NGL2,oGPCR
Q8NGL0,oGPCR
Q8NGP3,oGPCR
Q6IEU7,oGPCR
Q8WZ94,oGPCR
Q8NG75,oGPCR
O95222,oGPCR
O95007,oGPCR
Q8NGW1,oGPCR
Q9NZP0,oGPCR
Q8NGE1,oGPCR
A6NF89,oGPCR
Q8NGY2,oGPCR
Q8NGM8,oGPCR
Q8NGG0,oGPCR
Q8NGQ2,oGPCR
Q8NH40,oGPCR
Q8NH09,oGPCR
Q8NH10,oGPCR
Q15622,oGPCR
O76100,oGPCR
Q8NGU2,oGPCR
Q8NH87,oGPCR
Q8NGE7,oGPCR
Q8NGQ5,oGPCR
Q8NG95,oGPCR
O43929,None
Q9BQG2,Enzyme
P19338,None
Q8WV74,None
Q9BW91,Enzyme
Q13415,None
Q8IYS5,None
Q8WVF1,None
Q9NX31,None
Q9NPF4,Enzyme
Q9Y236,None
A0A2R8Y4Y8,None
Q9H0X9,None
Q9BZF3,None
Q86UW1,Transporter
P61366,None
Q6UWS5,None
Q6ZRI0,None
Q7RTS6,None
Q7RTW8,None
Q8WZ82,None
Q14761,Enzyme
Q12889,Enzyme
Q01804,None
Q6IE37,None
Q8TDS5,GPCR
P32242,TF
P14920,Enzyme
P60484,Enzyme
Q96HA1,None
A8CG34,None
A6NNC1,None
Q15072,TF
Q8IYS1,Enzyme
Q5VU65,None
E9PI22,None
P0DMB1,None
Q3SYG4,None
Q96NR3,None
Q3KNS1,None
Q6ZW05,None
Q9UBL9,IC
P13674,Enzyme
O15460,Enzyme
Q9NXG6,Enzyme
Q86VZ1,GPCR
P68402,Enzyme
Q8NFH5,None
Q8NFH3,None
Q9H209,oGPCR
Q8NGE0,oGPCR
Q8NGN3,oGPCR
Q8NGN5,oGPCR
O60403,oGPCR
O60404,oGPCR
O14841,Enzyme
P35372,GPCR
P08100,GPCR
P03999,GPCR
Q8NHA8,oGPCR
O60431,oGPCR
Q9P1Q5,oGPCR
Q8NH93,oGPCR
Q8NGR2,oGPCR
P34982,oGPCR
Q8NGA1,oGPCR
Q8NGR9,oGPCR
Q8NGU4,oGPCR
Q8NH92,oGPCR
Q8NG85,oGPCR
Q8NGY9,oGPCR
Q8NG83,oGPCR
Q8NGT9,oGPCR
Q6IF42,oGPCR
Q9NQN1,oGPCR
O43869,oGPCR
Q9GZK3,oGPCR
O76000,oGPCR
Q8NHC8,oGPCR
P0C7T2,oGPCR
Q8N628,oGPCR
Q13607,oGPCR
Q8NGZ5,oGPCR
Q5TZ20,oGPCR
P47893,oGPCR
P0C604,oGPCR
Q8NGL9,oGPCR
Q8NGJ1,oGPCR
Q8NGI6,oGPCR
P0C645,oGPCR
Q6IEY1,oGPCR
Q8NH21,oGPCR
Q8NGD4,oGPCR
Q8NGD2,oGPCR
Q8NGD3,oGPCR
Q8NH42,oGPCR
Q8NGD0,oGPCR
Q8N0Y3,oGPCR
Q8NGL7,oGPCR
Q8NH05,oGPCR
Q8NH73,oGPCR
Q8NGF9,oGPCR
Q8NGJ0,oGPCR
Q96R09,oGPCR
Q96R08,oGPCR
Q8NGF7,oGPCR
A6NL26,oGPCR
Q8NGR4,oGPCR
Q8NGL4,oGPCR
Q8NGL3,oGPCR
Q8NGK9,oGPCR
Q8NGL1,oGPCR
P0C626,oGPCR
Q8NGV6,oGPCR
Q13606,oGPCR
Q8NHB7,oGPCR
Q8NHB8,oGPCR
A6NET4,oGPCR
Q8NGP8,oGPCR
Q8NGP4,oGPCR
Q8NGP6,oGPCR
Q96RB7,oGPCR
Q8WZ92,oGPCR
Q8NH85,oGPCR
Q8NGG2,oGPCR
Q8NGG3,oGPCR
Q9UGF6,oGPCR
Q8NH69,oGPCR
Q6IFH4,oGPCR
Q96RD1,oGPCR
Q9NZP2,oGPCR
Q8NGZ6,oGPCR
Q8NGC5,oGPCR
Q8NGY3,oGPCR
Q8NGW6,oGPCR
Q8NGY5,oGPCR
Q8NGY6,oGPCR
Q8NGG5,oGPCR
Q8NH51,oGPCR
Q8NH50,oGPCR
Q8NGN1,oGPCR
Q8N148,oGPCR
Q8NH79,oGPCR
Q8NGX8,oGPCR
Q8NGA2,oGPCR
Q8NGU1,oGPCR
Q8NGT5,oGPCR
O60412,oGPCR
P0C7N8,oGPCR
Q8NGQ6,oGPCR
Q8NG98,oGPCR
Q8NGA0,oGPCR
P0DMU2,None
Q15620,oGPCR
O43612,None
Q13438,None
Q969R2,None
Q9BXB5,None
Q9BXB4,None
Q99650,None
Q9H4B0,Enzyme
Q9H4L5,None
Q9BZF1,None
Q8IYL9,GPCR
P0DJ07,None
P10451,None
Q7Z6K3,Enzyme
Q9HC10,None
Q3ZCN5,None
Q7RTM1,None
O95758,None
Q9Y6C5,None
Q96FW1,Enzyme
Q7RTY7,Enzyme
Q5T2D3,None
O14753,TF
Q15070,None
Q96BN8,Enzyme
Q5BKU9,Enzyme
O95747,Kinase
Q9UNP9,Enzyme
Q13427,Enzyme
Q9Y5A7,None
O95989,Enzyme
Q9Y6R0,None
Q9NUU6,Enzyme
Q96P68,GPCR
P32243,TF
Q9NWU1,Enzyme
Q96RQ9,Enzyme
Q8N573,None
P30559,GPCR
A6NF01,None
Q3SYA9,None
Q96KW2,None
Q6GTS8,Enzyme
Q8N7R1,None
A8MW92,Epigenetic
Q96BW5,Enzyme
Q7RTS3,TF
O00398,GPCR
Q96G91,GPCR
Q9BPV8,GPCR
Q15391,GPCR
P51582,GPCR
O00459,Enzyme
Q86XP0,Enzyme
Q9Y2J8,Enzyme
Q9ULW8,Enzyme
Q86VP3,None
Q86U42,None
Q13093,Enzyme
Q96RS6,None
Q9Y266,None
P0C024,Enzyme
Q9H207,oGPCR
Q8NH74,oGPCR
Q8NH08,oGPCR
Q8NH19,oGPCR
Q96KK4,oGPCR
Q8NH80,oGPCR
Q8NGC3,oGPCR
Q8NGN6,oGPCR
Q8NGN4,oGPCR
Q9Y4A9,oGPCR
Q8NHC4,oGPCR
Q8NGX5,oGPCR
Q9UQ72,None
P11465,None
Q16557,None
P47874,None
P0CE72,None
O95948,TF
A0A2R8YFM6,None
Q8TAA3,Enzyme
Q14982,None
O00233,Enzyme
Q06323,None
Q9UL46,None
P61289,None
Q14997,None
Q92530,None
Q5JS54,None
P47887,oGPCR
Q8WZA6,oGPCR
P47890,oGPCR
Q8NGS3,oGPCR
Q8NGS1,oGPCR
Q8NGR3,oGPCR
Q8NGR6,oGPCR
Q15619,oGPCR
Q8NGR8,oGPCR
P47884,oGPCR
P58170,oGPCR
Q15612,oGPCR
Q8NGQ3,oGPCR
Q8NH16,oGPCR
Q96R28,oGPCR
Q96R27,oGPCR
Q8NG81,oGPCR
Q96R45,oGPCR
Q6IF00,oGPCR
Q8NH00,oGPCR
P58173,oGPCR
Q5JQS5,oGPCR
A6NH00,oGPCR
Q9H210,oGPCR
Q8NGH3,oGPCR
Q8NHA6,oGPCR
Q8NGV0,oGPCR
Q8NG97,oGPCR
Q8NGN8,oGPCR
P47888,oGPCR
Q8NH37,oGPCR
Q8NGB2,oGPCR
Q6IEV9,oGPCR
P58180,oGPCR
Q8NGN0,oGPCR
Q8NGX9,oGPCR
P0C7N1,oGPCR
P0C7N5,oGPCR
O14581,oGPCR
O76099,oGPCR
Q13416,None
Q9UBD5,None
Q96RD0,oGPCR
Q8NG78,oGPCR
Q8NGG4,oGPCR
Q8N0Y5,oGPCR
Q9BZF2,None
Q96SU4,None
Q8N9H8,Enzyme
Q96S97,None
Q9NR99,None
A0A1B0GUC4,None
P10243,TF
Q8N699,None
P52945,TF
Q9H1R3,Kinase
Q9UKX2,None
P05976,None
O94832,None
O00160,None
B2RTY4,None
Q86VE0,None
Q86UW6,None
P28698,TF
Q9NPC6,None
Q5TBK1,None
Q9H1M0,None
P25208,TF
P01185,None
Q12986,TF
Q9BYT8,Enzyme
Q86UQ8,None
P12036,None
Q5T2W1,None
P28336,GPCR
Q9GZQ4,GPCR
Q8TCU5,IC
Q05586,IC
Q9HC29,None
Q5H8A3,None
P30419,Enzyme
Q96MY1,None
O94818,None
Q15155,None
Q9H6R4,None
Q8IVI9,None
Q6P988,Enzyme
P35228,Enzyme
Q99457,None
Q99743,TF
E9PIF3,None
F8WFD2,None
E9PKD4,None
P0DM63,None
C9JG80,None
A8MRT5,None
E9PJ23,None
P62140,Enzyme
Q5PT55,Transporter
P36873,Enzyme
Q15435,Enzyme
Q12972,Enzyme
P34130,None
P61970,None
P30989,GPCR
P67775,Enzyme
Q16620,Kinase
P57740,None
P16298,Enzyme
P48454,Enzyme
Q8WUM0,None
O75694,None
P60510,Enzyme
Q86T03,Enzyme
Q8TF05,Enzyme
Q9NY27,Enzyme
Q6NUP7,Enzyme
Q9P1A2,Enzyme
E7EU14,Enzyme
Q9UPN7,Enzyme
O75170,Enzyme
Q5H9R7,Enzyme
P13686,Enzyme
Q9NPH0,Enzyme
P24666,Enzyme
P11117,Enzyme
P35658,None
P15309,Enzyme
Q07869,NR
Q03181,NR
P48147,Enzyme
Q9BRQ3,None
P03923,Enzyme
Q8N5V2,None
Q5SYE7,None
Q86XR2,None
P51513,None
Q96NT1,None
A6NFF2,None
Q8IXF0,TF
E9PJI5,None
A6NJ64,None
Q8NG41,None
Q9UFN0,None
Q9BS92,None
Q86SE8,None
Q15818,None
Q8N729,None
Q15761,GPCR
P16083,Enzyme
Q8NE79,None
Q9HBU9,None
Q16612,None
P54845,TF
O60462,None
O14786,None
Q9ULB1,None
P58401,None
Q15738,Enzyme
Q8WV22,None
A6NI47,None
Q63ZY6,Enzyme
B7ZBB8,Enzyme
Q96A00,Enzyme
Q9H857,Enzyme
Q86YG4,Enzyme
Q9NPB1,Enzyme
Q96CB9,Enzyme
Q8TEA1,Enzyme
Q8NE18,Enzyme
Q7Z3S9,None
P0DPK3,None
P0DPK4,None
Q6ZSK4,None
Q12908,Transporter
Q96EP9,Transporter
Q0GE19,Transporter
Q14973,Transporter
Q96QC0,Enzyme
Q96HA8,Enzyme
P78549,Enzyme
P20783,None
Q5VVY1,Enzyme
A1L443,None
Q5VZR2,None
O95665,GPCR
P04629,Kinase
P03886,Enzyme
P05187,Enzyme
P03897,Enzyme
P09923,Enzyme
P05186,Enzyme
P30990,None
Q6ZNB6,TF
O14745,Transporter
Q15599,Transporter
Q9UD57,None
P43699,TF
Q8N2Q7,Enzyme
Q9NZ94,Enzyme
Q12879,IC
Q13224,IC
Q7RTR0,None
Q86UT6,None
Q13287,None
Q9UGY1,None
O60936,None
O95897,None
P69849,None
Q9UMY1,None
Q76FK4,None
Q9NPE3,None
Q9BSC4,None
Q9H8H0,None
P61581,None
P61583,None
Q9BY65,None
Q9Y5X5,GPCR
Q96L73,Epigenetic
Q6S8J7,None
P42857,None
Q9Y328,None
Q9UH64,None
Q96MG7,None
Q9NXE4,Enzyme
O60906,Enzyme
P46459,Enzyme
Q8TAE6,Enzyme
Q96I34,Enzyme
Q96T49,Enzyme
Q5TFE4,Enzyme
Q96P11,Enzyme
Q96AB6,Enzyme
O60927,Enzyme
Q9BV86,Enzyme
Q9Y2I2,None
Q96CW9,None
Q8IVF1,None
A6NNL0,None
Q5VT03,None
B1AL46,None
Q9BSD7,Enzyme
Q9P121,None
P62714,Enzyme
Q16288,Kinase
Q08209,Enzyme
P49790,None
A8MPX8,Enzyme
Q12769,None
Q5SRE5,None
Q8N4L2,Enzyme
Q9HAB8,Enzyme
Q9UKL6,None
O14830,Enzyme
Q8NEY8,None
P03915,Enzyme
Q96G61,Enzyme
P80303,None
Q13356,Enzyme
Q8NFH4,None
Q9UKX7,None
Q8NGN7,oGPCR
Q8NGC4,oGPCR
Q7Z3B4,None
Q8NGA5,oGPCR
Q5JRS4,oGPCR
P0C629,oGPCR
Q8NGY7,oGPCR
Q9Y248,None
Q9BRX5,None
Q00888,None
Q15238,None
Q00889,None
Q13046,None
Q00887,None
P13725,None
O60422,TF
A8MZH6,None
Q96PE5,None
Q9BT73,None
P49768,Enzyme
Q6U736,GPCR
P07988,None
O15172,Enzyme
O60542,None
O43674,Enzyme
O43677,Enzyme
P22392,Kinase
O95139,Enzyme
Q16649,TF
Q92686,None
Q8WWR8,Enzyme
Q92886,TF
P23511,TF
Q9HAS0,None
Q5M9Q1,None
Q99466,None
Q9Y2X3,None
P61582,None
O75817,Enzyme
Q7Z2Y5,Kinase
Q9Y6Y0,None
O96028,TF; Epigenetic
Q96MF7,Enzyme
Q3KNT7,Enzyme
Q9UHV8,None
Q9NXH3,Enzyme
P37231,NR
Q9BZG2,Enzyme
Q4J6C6,Enzyme
P03901,Enzyme
O14829,Enzyme
P10619,Enzyme
P03905,Enzyme
Q02818,None
Q9Y3C6,Enzyme
Q86X67,None
Q9UHK0,None
Q9H1E3,Enzyme
P53370,None
O95631,None
P55769,None
Q16236,TF
Q9Y221,None
Q92542,None
Q6NVV3,None
P78367,TF
A6NJ46,TF
O15522,TF
A8MTQ0,TF
Q9ULW6,None
Q99733,None
Q9Y5S8,Enzyme
P0C0P6,None
Q92617,None
Q6UXI9,None
Q9H8P0,Enzyme
Q8IXM6,None
Q8WWG1,None
P48552,None
Q9NQ35,None
Q99748,None
Q8IZ57,None
Q9GZP1,None
Q9P2S2,None
Q9HDB5,None
H3BUK9,None
A0JP26,None
Q9BZ95,Epigenetic
Q9NUX5,None
A0A0A6YYL3,None
Q6S8J3,None
Q6PJE2,None
Q9NXX6,None
Q9NY59,Enzyme
Q9UNZ2,None
Q6X4W1,None
Q9BZL4,Enzyme
Q9H0G5,None
Q96C90,Enzyme
Q8TCD5,Enzyme
Q08J23,Enzyme
Q86UY8,Enzyme
Q9H649,Enzyme
P62136,Enzyme
Q9GZY6,None
Q9Y6M9,Enzyme
P52849,Enzyme
A8MQ27,Enzyme
Q9UMS0,None
Q9Y6K9,Kinase
Q9Y697,Enzyme
P08651,TF
P80188,Enzyme
Q8IY84,Kinase
Q9NPH5,Enzyme
Q9GZQ6,GPCR
O15130,None
A6NHN6,None
Q9BXD5,Enzyme
Q969H6,Enzyme
Q9HBV1,None
P58400,None
Q9H3Y8,None
P62937,Enzyme
Q8NFP7,Enzyme
Q9NRX3,Enzyme
Q8WVJ2,None
O95848,Enzyme
Q8N9A8,Enzyme
P21359,None
Q99574,None
Q8WTR8,None
Q96EH8,Enzyme
Q9BSH3,None
Q12857,TF
Q13952,TF
Q7RTP0,None
P25103,GPCR
P21452,GPCR
Q9UBE8,Kinase
Q9C056,TF
Q9NVX2,None
Q9H2Z4,TF
Q9UNW9,None
P61916,None
Q99742,TF
Q9Y314,Enzyme
Q7Z494,None
Q8TAT6,None
Q12980,Enzyme
E5RHQ5,None
Q8N130,Transporter
P50391,GPCR
P15559,Enzyme
Q99463,GPCR
P01303,None
Q92621,None
P03891,Enzyme
Q9NZJ9,Enzyme
Q96DE0,None
Q9UKK9,Enzyme
P0C025,None
Q12968,TF
Q6T4R5,None
Q02297,None
P56975,None
Q9NPD7,None
B2RU33,None
Q86YR6,None
A5A3E0,None
Q6S5H5,None
Q6S545,None
P0CG38,None
P0CG39,None
O95478,None
Q96IY1,None
P10696,Enzyme
A0A024RBG1,None
Q14249,Enzyme
O60524,None
Q9Y3R4,Enzyme
Q13519,None
Q99784,None
Q96PB7,None
Q5JPE7,None
Q15233,None
Q14978,None
Q9UM47,None
Q8IUM7,TF
O60500,None
P06748,None
Q9UND3,None
Q8WTW4,Enzyme
O75200,None
E9PQR5,None
F8W1W9,None
Q6W5P4,GPCR
O95502,None
P25929,GPCR
Q9Y244,None
Q9Y6A1,Enzyme
Q9H237,Enzyme
Q8N131,None
Q16656,TF
O14511,None
Q496H8,None
Q9BQI9,None
Q9NWW6,Kinase
Q9NPI5,Kinase
Q15063,None
Q9Y4C0,None
A0AUZ9,None
Q14678,None
Q8TCB7,Enzyme
Q9H825,Enzyme
Q92794,Epigenetic
Q9H7Z6,Epigenetic
Q86V97,None
Q8WVZ9,None
Q8NFY9,None
O94819,None
Q3ZCT8,None
C9JR72,None
Q8N752,Kinase
P48729,Kinase
Q86XN8,None
Q14CX5,None
Q5VZR4,None
Q86YR7,None
O75121,None
Q9HCP0,Kinase
Q14012,Kinase
Q16322,IC
Q9UQM7,Kinase
Q13557,Kinase
Q13555,Kinase
Q693B1,None
Q96CX2,None
Q9BQ13,None
Q96SI1,None
Q68DU8,None
Q8N5Z5,None
Q6PI47,None
Q17RG1,None
Q7Z5Y7,None
Q4G0X4,None
A0A087WTH5,None
Q9NZI2,IC
Q9NS61,IC
Q6PIL6,IC
P78508,IC
Q14654,IC
Q14500,IC
O60928,IC
P22001,IC
P22459,IC
Q86W47,IC
Q9P0J7,Enzyme
P16389,IC
Q96PR1,IC
Q14003,IC
Q9ULS6,IC
Q5JUK3,IC
Q6UVM3,IC
A8MYU2,IC
Q9NYZ2,Transporter
Q96A46,Transporter
Q9BY79,None
A6NFX1,None
Q96ES6,None
Q6UW63,None
Q8NB78,Epigenetic
P23276,Enzyme
Q587J8,None
Q63HM1,Enzyme
Q9ULI4,None
Q15058,None
Q9H7L2,None
P46013,None
Q86Y91,None
Q96Q89,None
Q13099,None
P0DOY3,None
Q6ZMJ4,None
P22301,None
P29460,None
Q9HBE5,None
P10145,None
A1L0T0,Enzyme
Q9NPF7,None
Q86VI3,Enzyme
P58062,Enzyme
P00995,Enzyme
Q6UXK2,None
P13647,None
Q3SY84,None
Q14CN4,None
O95678,None
P08729,None
P05787,None
Q8IZA0,None
Q9UIJ7,Kinase
P27144,Kinase
Q9Y3D8,Kinase
Q96M32,Enzyme
Q63ZY3,None
Q5T7N3,None
P22460,IC
Q12791,IC
Q9Y691,IC
Q14721,IC
Q09470,IC
Q92953,IC
O43525,IC
Q03721,IC
Q9NSA2,IC
Q9NZV8,IC
O00587,Enzyme
Q9BQ31,IC
Q9H019,None
Q6PIU1,IC
Q8TDN2,IC
Q14728,None
O43934,None
Q6NUT3,None
Q5TF39,None
Q8IWD5,None
Q9H3U5,None
Q6N075,None
Q6ZSS7,None
Q7Z5L9,None
Q12794,Enzyme
Q8NFM7,None
Q12891,Enzyme
Q9UBH0,None
P14902,Enzyme
A6NMX2,None
Q96BM0,None
Q6UWB1,None
P32019,Enzyme
Q14627,None
Q9BXS1,Enzyme
Q8WWZ1,None
P27930,None
P13232,None
Q9NYY1,None
P40189,None
Q13478,None
P08700,None
A8MTL0,None
Q9H0B3,None
Q8N635,None
O00470,TF
Q13576,Enzyme
P50222,TF
P53990,None
P17301,None
O75578,None
Q9UKX5,None
P05556,None
Q8WWU7,None
P08648,None
P20701,None
P06756,None
Q96ST2,None
Q8N6R0,Enzyme
A6NJ78,Enzyme
Q86W50,Enzyme
O95568,Enzyme
Q6UX53,Enzyme
Q01629,None
P05015,None
P01568,None
Q8IZI9,None
Q15056,None
P01569,None
Q12894,None
P01877,None
Q96PD4,None
Q99687,TF
P05161,None
Q6IE38,Enzyme
Q6H9L7,None
O60674,Kinase
Q1ZYL8,None
Q8WYK2,TF
Q9UQF2,Enzyme
Q96S16,None
Q8N9B5,None
P29622,None
Q86T24,TF
O60229,Kinase
P31321,Enzyme
P31323,Enzyme
Q7Z3B3,None
Q9H9L4,None
P17612,Kinase
Q92993,Epigenetic
Q9Y2K7,Epigenetic
Q9Y4C1,Epigenetic
O75164,Epigenetic
Q6B0I6,Epigenetic
B2RXH2,Epigenetic
Q9UGL1,TF; Epigenetic
O15066,None
B2CW77,None
P33176,None
Q14558,Enzyme
Q93100,Enzyme
Q14240,None
P38919,None
P55010,None
Q9BYX4,Enzyme
A0AVF1,None
Q6IS14,None
Q8WYA0,None
Q6WRI0,None
P27352,None
Q8N6C5,None
O75054,None
P0DOX2,None
O95976,None
Q9NPH3,None
O95760,None
Q01344,None
P18510,None
Q9NZH8,None
Q9NZH6,None
P60568,None
P05231,None
Q96AZ6,None
P61371,TF
Q9Y316,None
O00255,None
Q9BUN1,None
P50221,TF
Q9BQA1,None
P56199,None
Q9ULR0,None
Q14145,None
Q4VXA5,None
O75525,None
P50053,Kinase
Q2KJY2,None
P43626,None
Q99706,None
P43632,None
P43630,None
Q96L93,None
Q9P2E2,None
Q2VIQ3,None
Q86VH2,None
O00139,None
Q96J84,None
Q7Z4S6,None
Q8IZU9,None
Q9C0H6,None
Q96PQ7,None
Q86Z14,Enzyme
Q9UEF7,Enzyme
Q9P0G3,Enzyme
Q9Y5K2,Enzyme
P05129,Kinase
P17252,Kinase
P60328,None
P60329,None
A6NCN2,None
Q8IUC3,None
Q8IUG1,None
P0C5Y4,None
A8MXZ3,None
Q3LI58,None
A1A580,None
C9JBD0,None
P78385,None
Q9NSB2,None
O76013,None
P60413,None
Q8N1A0,None
Q9HA64,Kinase
Q8N6L1,None
Q86SY8,None
Q9UBS0,Kinase
Q96T58,None
Q8N5J2,None
Q9UGB7,Enzyme
P30301,None
Q75NE6,None
Q8IXI1,Enzyme
Q8WV92,None
Q9H2W2,TF
P28482,Kinase
P27361,Kinase
Q6L8H2,None
O76014,None
O76015,None
Q9NSB4,None
Q9UNW1,Enzyme
Q4G0A6,None
Q9NXC5,None
Q99797,Enzyme
P23919,Kinase
Q8NDC0,None
P31152,Kinase
P45984,Kinase
Q15759,Kinase
Q86UP2,None
O15264,Kinase
Q16539,Kinase
P06310,None
Q9GZZ8,None
Q92615,None
Q4G0J3,None
Q13751,None
Q86YQ2,None
Q8IYD9,None
P08254,None
P22894,Enzyme
Q5VSP4,None
O95232,None
Q86UK5,None
Q6JVE9,None
A0A0U1RRL7,None
Q5TA76,None
Q5TA77,None
O75112,None
Q6GTX8,None
Q8N119,Enzyme
P11047,None
Q13753,None
