accession,chembl_id,molregno,assay_chembl_id,src_id,src_short_name,journal,pubmed_id,doi,tid,pref_name,target_chembl_id,organism,standard_value,standard_units,standard_relation,pchembl_value,targetID,isMoA,linkedTargets,id,drugId,uniprotId,sources,isHighQualityProbe,isTherapeuticTarget,proteinClass,isActive
O43614,CHEMBL4650341,2486601,CHEMBL5029397,1,LITERATURE,J Med Chem,3.4101446E7,10.1021/acs.jmedchem.1c00841,12968,Orexin receptor 2,CHEMBL4792,Homo sapiens,5500.0,nM,=,5.26,ENSG00000137252,false,,CHEMBL4650341,CHEMBL4650341,O43614,"[impc, chemicalProbes, chembl]",true,true,GPCR,false
Q96SW2,CHEMBL468,5028,CHEMBL5149832,1,LITERATURE,ACS Med Chem Lett,3.5978691E7,10.1021/acsmedchemlett.2c00223,119853,Protein cereblon/DNA damage-binding protein 1,CHEMBL4630734,Homo sapiens,36.0,nM,=,7.44,ENSG00000113851,true,"{[ENSG00000113851, ENSG00000167986, ENSG00000139842, ENSG00000100387], 4}",CHEMBL468,CHEMBL468,Q96SW2,"[impc, eva, ot_genetics_portal, chembl, eva_somatic]",false,true,None,true
Q96SW2,CHEMBL468,5028,CHEMBL4679655,1,LITERATURE,ACS Med Chem Lett,3.3488967E7,10.1021/acsmedchemlett.0c00440,116734,Protein cereblon,CHEMBL3763008,Homo sapiens,8510.0,nM,=,5.07,ENSG00000113851,true,"{[ENSG00000113851, ENSG00000167986, ENSG00000139842, ENSG00000100387], 4}",CHEMBL468,CHEMBL468,Q96SW2,"[impc, eva, ot_genetics_portal, chembl, eva_somatic]",false,true,None,true
O95342,CHEMBL472,5582,CHEMBL4011669,1,LITERATURE,Hepatology,2.4799086E7,10.1002/hep.27206,102394,Bile salt export pump,CHEMBL6020,Homo sapiens,1500.0,nM,=,5.82,ENSG00000073734,false,"{[ENSG00000187486, ENSG00000006071], 2}",CHEMBL472,CHEMBL472,O95342,[impc],false,false,Transporter,false
Q12809,CHEMBL473,5638,CHEMBL2330781,1,LITERATURE,J Med Chem,2.3473309E7,10.1021/jm301564f,165,HERG,CHEMBL240,Homo sapiens,4.1,nM,=,8.39,ENSG00000055118,true,"{[ENSG00000055118], 1}",CHEMBL473,CHEMBL473,Q12809,"[impc, eva, ot_genetics_portal, clingen, chembl]",false,true,IC,true
P49759,CHEMBL4751394,2498731,CHEMBL5213032,65,LIT_EUBOPEN_CGL,,,10.6019/CHEMBL5212743,30013,Dual specificty protein kinase CLK1,CHEMBL4224,Homo sapiens,310.0,nM,=,6.51,ENSG00000013441,false,"{[ENSG00000142208, ENSG00000105221], 2}",CHEMBL4751394,CHEMBL4751394,P49759,[ot_genetics_portal],false,false,Kinase,false
P42684,CHEMBL477772,489525,CHEMBL1061131,1,LITERATURE,Nat Biotechnol,1.8183025E7,10.1038/nbt1358,11209,Tyrosine-protein kinase ABL2,CHEMBL4014,Homo sapiens,3000.0,nM,=,5.52,ENSG00000143322,false,"{[ENSG00000102755, ENSG00000037280, ENSG00000128052, ENSG00000113263, ENSG00000113721, ENSG00000134853, ENSG00000068078, ENSG00000157404, ENSG00000182578, ENSG00000182866, ENSG00000077782], 11}",CHEMBL477772,CHEMBL477772,P42684,"[intogen, ot_genetics_portal, cancer_gene_census]",false,false,Kinase,false
P51451,CHEMBL477772,489525,CHEMBL1908538,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,11691,Tyrosine-protein kinase BLK,CHEMBL2250,Homo sapiens,2600.0,nM,=,5.58,ENSG00000136573,false,"{[ENSG00000102755, ENSG00000037280, ENSG00000128052, ENSG00000113263, ENSG00000113721, ENSG00000134853, ENSG00000068078, ENSG00000157404, ENSG00000182578, ENSG00000182866, ENSG00000077782], 11}",CHEMBL477772,CHEMBL477772,P51451,"[impc, ot_genetics_portal, chembl]",false,true,Kinase,false
O14965,CHEMBL483158,520053,CHEMBL3862723,1,LITERATURE,J Med Chem,2.7391133E7,10.1021/acs.jmedchem.6b00709,20014,Serine/threonine-protein kinase Aurora-A,CHEMBL4722,Homo sapiens,0.04,nM,=,10.4,ENSG00000087586,true,"{[ENSG00000087586], 1}",CHEMBL483158,CHEMBL483158,O14965,"[impc, chemicalProbes, chembl, eva_somatic]",false,true,Kinase,true
P35414,CHEMBL4873876,2567647,CHEMBL4821003,1,LITERATURE,J Med Chem,3.368934E7,10.1021/acs.jmedchem.0c01878,103800,Apelin receptor,CHEMBL1628481,Homo sapiens,0.023,nM,=,10.64,ENSG00000134817,false,,CHEMBL4873876,CHEMBL4873876,P35414,[impc],false,false,GPCR,true
P25103,CHEMBL490,6643,CHEMBL2351266,1,LITERATURE,Bioorg Med Chem,2.3477943E7,10.1016/j.bmc.2013.02.010,250,Neurokinin 1 receptor,CHEMBL249,Homo sapiens,900.0,nM,=,6.05,ENSG00000115353,false,"{[ENSG00000108576], 1}",CHEMBL490,CHEMBL490,P25103,"[impc, chembl]",false,true,GPCR,false
P10275,CHEMBL491,6787,CHEMBL828881,1,LITERATURE,Bioorg Med Chem Lett,1.560396E7,10.1016/j.bmcl.2004.10.051,56,Androgen Receptor,CHEMBL1871,Homo sapiens,2.0,nM,=,8.7,ENSG00000169083,false,,CHEMBL491,CHEMBL491,P10275,"[impc, eva, intogen, ot_genetics_portal, chemicalProbes, chembl, eva_somatic, cancer_gene_census]",false,true,NR,true
P10721,CHEMBL491473,456867,CHEMBL1908488,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,238,Stem cell growth factor receptor,CHEMBL1936,Homo sapiens,0.27,nM,=,9.57,ENSG00000157404,true,"{[ENSG00000102755, ENSG00000037280, ENSG00000128052, ENSG00000157404, ENSG00000113721, ENSG00000134853], 6}",CHEMBL491473,CHEMBL491473,P10721,"[uniprot_literature, impc, eva, orphanet, intogen, ot_genetics_portal, clingen, chembl, eva_somatic, uniprot_variants, cancer_gene_census]",false,true,Kinase,true
P35968,CHEMBL491473,456867,CHEMBL4332288,1,LITERATURE,Bioorg Med Chem,3.0600149E7,10.1016/j.bmc.2018.12.032,10980,Vascular endothelial growth factor receptor 2,CHEMBL279,Homo sapiens,0.5,nM,=,9.3,ENSG00000128052,true,"{[ENSG00000102755, ENSG00000037280, ENSG00000128052, ENSG00000157404, ENSG00000113721, ENSG00000134853], 6}",CHEMBL491473,CHEMBL491473,P35968,"[uniprot_literature, intogen, ot_genetics_portal, chembl, uniprot_variants, eva_somatic, cancer_gene_census]",false,true,Kinase,true
Q13882,CHEMBL491473,456867,CHEMBL1908726,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,30026,Tyrosine-protein kinase BRK,CHEMBL4601,Homo sapiens,560.0,nM,=,6.25,ENSG00000101213,false,"{[ENSG00000102755, ENSG00000037280, ENSG00000128052, ENSG00000157404, ENSG00000113721, ENSG00000134853], 6}",CHEMBL491473,CHEMBL491473,Q13882,"[intogen, chembl, cancer_gene_census]",false,true,Kinase,false
Q7KZI7,CHEMBL494089,469313,CHEMBL1908803,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,30001,MAP/microtubule affinity-regulating kinase 2,CHEMBL3831,Homo sapiens,720.0,nM,=,6.14,ENSG00000072518,false,"{[ENSG00000142875, ENSG00000072062, ENSG00000165059, ENSG00000105221, ENSG00000117020, ENSG00000142208, ENSG00000115825, ENSG00000163558, ENSG00000154229, ENSG00000126583, ENSG00000163932, ENSG00000166501, ENSG00000067606, ENSG00000171132, ENSG00000027075, ENSG00000184304, ENSG00000065675], 17}",CHEMBL494089,CHEMBL494089,Q7KZI7,"[impc, intogen]",false,false,Kinase,false
P51679,CHEMBL50,3666,CHEMBL2329947,1,LITERATURE,J Med Chem,2.3437772E7,10.1021/jm301749y,10579,C-C chemokine receptor type 4,CHEMBL2414,Homo sapiens,10000.0,nM,=,5.0,ENSG00000183813,false,,CHEMBL50,CHEMBL50,P51679,[cancer_gene_census],false,false,GPCR,false
O75676,CHEMBL502835,522730,CHEMBL1908503,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,10782,Ribosomal protein S6 kinase alpha 4,CHEMBL3125,Homo sapiens,620.0,nM,=,6.21,ENSG00000162302,false,"{[ENSG00000068078, ENSG00000077782, ENSG00000160867, ENSG00000066468, ENSG00000113721, ENSG00000134853, ENSG00000102755, ENSG00000037280, ENSG00000128052], 9}",CHEMBL502835,CHEMBL502835,O75676,[ot_genetics_portal],false,false,Kinase,false
O95819,CHEMBL502835,522730,CHEMBL1908453,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,101464,Mitogen-activated protein kinase kinase kinase kinase 4,CHEMBL6166,Homo sapiens,150.0,nM,=,6.82,ENSG00000071054,false,"{[ENSG00000068078, ENSG00000077782, ENSG00000160867, ENSG00000066468, ENSG00000113721, ENSG00000134853, ENSG00000102755, ENSG00000037280, ENSG00000128052], 9}",CHEMBL502835,CHEMBL502835,O95819,[eva],false,false,Kinase,false
Q14164,CHEMBL502835,522730,CHEMBL1908771,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,12915,Inhibitor of nuclear factor kappa B kinase epsilon subunit,CHEMBL3529,Homo sapiens,170.0,nM,=,6.77,ENSG00000263528,false,"{[ENSG00000068078, ENSG00000077782, ENSG00000160867, ENSG00000066468, ENSG00000113721, ENSG00000134853, ENSG00000102755, ENSG00000037280, ENSG00000128052], 9}",CHEMBL502835,CHEMBL502835,Q14164,"[impc, ot_genetics_portal]",false,false,Kinase,false
P49761,CHEMBL513909,490644,CHEMBL1908628,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,30015,Dual specificity protein kinase CLK3,CHEMBL4226,Homo sapiens,630.0,nM,=,6.2,ENSG00000179335,false,"{[ENSG00000166851], 1}",CHEMBL513909,CHEMBL513909,P49761,[ot_genetics_portal],false,false,Kinase,false
P28335,CHEMBL517712,445395,CHEMBL1909105,15,DRUGMATRIX,,,,108,Serotonin 2c (5-HT2c) receptor,CHEMBL225,Homo sapiens,530.0,nM,=,6.28,ENSG00000147246,false,"{[ENSG00000181072, ENSG00000168539, ENSG00000133019], 3}",CHEMBL517712,CHEMBL517712,P28335,"[impc, chembl]",false,true,GPCR,false
O75116,CHEMBL522892,494834,CHEMBL1908666,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,11149,Rho-associated protein kinase 2,CHEMBL2973,Homo sapiens,3100.0,nM,=,5.51,ENSG00000134318,false,"{[ENSG00000113721, ENSG00000134853, ENSG00000157404, ENSG00000122025, ENSG00000068078, ENSG00000102755, ENSG00000037280, ENSG00000128052], 8}",CHEMBL522892,CHEMBL522892,O75116,"[ot_genetics_portal, chembl]",false,true,Kinase,false
O95819,CHEMBL522892,494834,CHEMBL1037548,1,LITERATURE,Nat Biotechnol,1.8183025E7,10.1038/nbt1358,101464,Mitogen-activated protein kinase kinase kinase kinase 4,CHEMBL6166,Homo sapiens,160.0,nM,=,6.8,ENSG00000071054,false,"{[ENSG00000113721, ENSG00000134853, ENSG00000157404, ENSG00000122025, ENSG00000068078, ENSG00000102755, ENSG00000037280, ENSG00000128052], 8}",CHEMBL522892,CHEMBL522892,O95819,[eva],false,false,Kinase,false
Q12809,CHEMBL533,12608,CHEMBL766814,1,LITERATURE,Bioorg Med Chem Lett,1.2873512E7,10.1016/s0960-894x(03)00492-x,165,HERG,CHEMBL240,Homo sapiens,10.0,nM,=,8.0,ENSG00000055118,true,"{[ENSG00000055118], 1}",CHEMBL533,CHEMBL533,Q12809,"[impc, eva, ot_genetics_portal, chembl]",false,true,IC,true
P08183,CHEMBL53463,78759,CHEMBL5044905,1,LITERATURE,J Med Chem,3.5067062E7,10.1021/acs.jmedchem.1c01989,11398,P-glycoprotein 1,CHEMBL4302,Homo sapiens,4900.0,nM,=,5.31,ENSG00000085563,false,"{[ENSG00000131747], 1}",CHEMBL53463,CHEMBL53463,P08183,"[impc, chembl]",false,true,Transporter,false
Q99814,CHEMBL53463,78759,CHEMBL1058690,1,LITERATURE,J Nat Prod,1.9405508E7,10.1021/np8006342,105507,"Hypoxia inducible factors; HIF-1-alpha, HIF-2-alpha",CHEMBL2221345,Homo sapiens,120.0,nM,=,6.92,ENSG00000116016,false,"{[ENSG00000131747], 1}",CHEMBL53463,CHEMBL53463,Q99814,"[impc, intogen, ot_genetics_portal, chembl, cancer_gene_census]",false,true,None,true
O00329,CHEMBL535,13048,CHEMBL1243967,1,LITERATURE,Nat Chem Biol,1.8849971E7,10.1038/nchembio.117,11177,PI3-kinase p110-delta subunit,CHEMBL3130,Homo sapiens,12000.0,nM,=,4.92,ENSG00000171608,false,"{[ENSG00000165731, ENSG00000102755, ENSG00000037280, ENSG00000128052, ENSG00000182578, ENSG00000122025, ENSG00000157404, ENSG00000113721, ENSG00000134853], 9}",CHEMBL535,CHEMBL535,O00329,"[impc, ot_genetics_portal, chembl]",false,true,Kinase,false
P10721,CHEMBL535,13048,CHEMBL1061901,1,LITERATURE,Nat Biotechnol,1.8183025E7,10.1038/nbt1358,238,Stem cell growth factor receptor,CHEMBL1936,Homo sapiens,0.21,nM,=,9.68,ENSG00000157404,true,"{[ENSG00000165731, ENSG00000102755, ENSG00000037280, ENSG00000128052, ENSG00000182578, ENSG00000122025, ENSG00000157404, ENSG00000113721, ENSG00000134853], 9}",CHEMBL535,CHEMBL535,P10721,"[uniprot_literature, impc, eva, orphanet, intogen, ot_genetics_portal, clingen, chembl, eva_somatic, uniprot_variants, cancer_gene_census]",false,true,Kinase,true
P35590,CHEMBL535,13048,CHEMBL1908714,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,100906,Tyrosine-protein kinase receptor Tie-1,CHEMBL5274,Homo sapiens,3900.0,nM,=,5.41,ENSG00000066056,false,"{[ENSG00000165731, ENSG00000102755, ENSG00000037280, ENSG00000128052, ENSG00000182578, ENSG00000122025, ENSG00000157404, ENSG00000113721, ENSG00000134853], 9}",CHEMBL535,CHEMBL535,P35590,[impc],false,false,Kinase,false
Q13470,CHEMBL535,13048,CHEMBL1245007,1,LITERATURE,Blood,1.9654408E7,10.1182/blood-2009-05-222034,100951,Non-receptor tyrosine-protein kinase TNK1,CHEMBL5334,Homo sapiens,680.0,nM,=,6.17,ENSG00000174292,false,"{[ENSG00000165731, ENSG00000102755, ENSG00000037280, ENSG00000128052, ENSG00000182578, ENSG00000122025, ENSG00000157404, ENSG00000113721, ENSG00000134853], 9}",CHEMBL535,CHEMBL535,Q13470,[impc],false,false,Kinase,false
Q13546,CHEMBL535,13048,CHEMBL1244958,1,LITERATURE,Blood,1.9654408E7,10.1182/blood-2009-05-222034,100990,Receptor-interacting serine/threonine-protein kinase 1,CHEMBL5464,Homo sapiens,370.0,nM,=,6.43,ENSG00000137275,false,"{[ENSG00000165731, ENSG00000102755, ENSG00000037280, ENSG00000128052, ENSG00000182578, ENSG00000122025, ENSG00000157404, ENSG00000113721, ENSG00000134853], 9}",CHEMBL535,CHEMBL535,Q13546,"[impc, eva, intogen]",false,false,Kinase,false
Q14164,CHEMBL535,13048,CHEMBL1908771,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,12915,Inhibitor of nuclear factor kappa B kinase epsilon subunit,CHEMBL3529,Homo sapiens,620.0,nM,=,6.21,ENSG00000263528,false,"{[ENSG00000165731, ENSG00000102755, ENSG00000037280, ENSG00000128052, ENSG00000182578, ENSG00000122025, ENSG00000157404, ENSG00000113721, ENSG00000134853], 9}",CHEMBL535,CHEMBL535,Q14164,"[impc, ot_genetics_portal]",false,false,Kinase,false
Q9Y2H1,CHEMBL535,13048,CHEMBL1908789,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,30048,Serine/threonine-protein kinase 38-like,CHEMBL4851,Homo sapiens,970.0,nM,=,6.01,ENSG00000211455,false,"{[ENSG00000165731, ENSG00000102755, ENSG00000037280, ENSG00000128052, ENSG00000182578, ENSG00000122025, ENSG00000157404, ENSG00000113721, ENSG00000134853], 9}",CHEMBL535,CHEMBL535,Q9Y2H1,[ot_genetics_portal],false,false,Kinase,false
P10635,CHEMBL54,3859,CHEMBL3541094,1,LITERATURE,Drug Metab Dispos,2.3033255E7,10.1124/dmd.112.048264,11365,Cytochrome P450 2D6,CHEMBL289,Homo sapiens,3640.0,nM,=,5.44,ENSG00000100197,false,"{[ENSG00000149295, ENSG00000151577, ENSG00000069696, ENSG00000102468], 4}",CHEMBL54,CHEMBL54,P10635,[ot_genetics_portal],false,false,Enzyme,true
P33261,CHEMBL54,3859,CHEMBL3534774,1,LITERATURE,Drug Metab Dispos,2.2328583E7,10.1124/dmd.111.043505,12912,Cytochrome P450 2C19,CHEMBL3622,Homo sapiens,2870.0,nM,=,5.54,ENSG00000165841,false,"{[ENSG00000149295, ENSG00000151577, ENSG00000069696, ENSG00000102468], 4}",CHEMBL54,CHEMBL54,P33261,[ot_genetics_portal],false,false,None,true
P35372,CHEMBL54,3859,CHEMBL1909182,15,DRUGMATRIX,,,,129,Mu opioid receptor,CHEMBL233,Homo sapiens,992.0,nM,=,6.0,ENSG00000112038,false,"{[ENSG00000149295, ENSG00000151577, ENSG00000069696, ENSG00000102468], 4}",CHEMBL54,CHEMBL54,P35372,"[impc, chembl]",false,true,GPCR,false
P41597,CHEMBL541388,553208,CHEMBL918245,1,LITERATURE,Bioorg Med Chem,1.7046269E7,10.1016/j.bmc.2006.09.052,11575,C-C chemokine receptor type 2,CHEMBL4015,Homo sapiens,35000.0,nM,=,4.46,ENSG00000121807,false,,CHEMBL541388,CHEMBL541388,P41597,"[impc, ot_genetics_portal, chembl]",false,true,GPCR,false
Q99720,CHEMBL54661,80542,CHEMBL805753,1,LITERATURE,J Med Chem,7990111.0,10.1021/jm00050a008,11272,Sigma opioid receptor,CHEMBL287,Homo sapiens,2.239,nM,=,8.65,ENSG00000147955,false,,CHEMBL54661,CHEMBL54661,Q99720,"[impc, chembl]",false,true,None,true
P00747,CHEMBL55,3965,CHEMBL4356360,1,LITERATURE,J Med Chem,3.165842E7,10.1021/acs.jmedchem.9b01060,12,Plasminogen,CHEMBL1801,Homo sapiens,3600.0,nM,=,5.44,ENSG00000122194,false,,CHEMBL55,CHEMBL55,P00747,"[impc, ot_genetics_portal, chembl]",false,true,Enzyme,true
P09769,CHEMBL553,14785,CHEMBL1908708,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,100127,Tyrosine-protein kinase FGR,CHEMBL4454,Homo sapiens,1100.0,nM,=,5.96,ENSG00000000938,false,"{[ENSG00000146648], 1}",CHEMBL553,CHEMBL553,P09769,"[impc, chembl]",false,true,Kinase,false
P16234,CHEMBL553,14785,CHEMBL1062783,1,LITERATURE,Nat Biotechnol,1.8183025E7,10.1038/nbt1358,12627,Platelet-derived growth factor receptor alpha,CHEMBL2007,Homo sapiens,1800.0,nM,=,5.75,ENSG00000134853,false,"{[ENSG00000146648], 1}",CHEMBL553,CHEMBL553,P16234,"[uniprot_literature, impc, eva, intogen, clingen, chembl, eva_somatic, cancer_gene_census]",false,true,Kinase,false
P33981,CHEMBL553,14785,CHEMBL1908607,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,30011,Dual specificity protein kinase TTK,CHEMBL3983,Homo sapiens,3700.0,nM,=,5.43,ENSG00000112742,false,"{[ENSG00000146648], 1}",CHEMBL553,CHEMBL553,P33981,"[ot_genetics_portal, chembl, eva_somatic]",false,true,Kinase,false
Q9UM73,CHEMBL553,14785,CHEMBL1050837,1,LITERATURE,Nat Biotechnol,1.8183025E7,10.1038/nbt1358,100417,ALK tyrosine kinase receptor,CHEMBL4247,Homo sapiens,1200.0,nM,=,5.92,ENSG00000171094,false,"{[ENSG00000146648], 1}",CHEMBL553,CHEMBL553,Q9UM73,"[impc, eva, intogen, ot_genetics_portal, clingen, chembl, eva_somatic, uniprot_variants, cancer_gene_census]",false,true,Kinase,false
Q9H4B7,CHEMBL553025,560078,CHEMBL3404136,1,LITERATURE,Bioorg Med Chem Lett,2.5804719E7,10.1016/j.bmcl.2015.02.045,104766,Tubulin,CHEMBL2095182,Homo sapiens,700.0,nM,=,6.16,ENSG00000101162,true,"{[ENSG00000188229, ENSG00000101162, ENSG00000198033, ENSG00000127824, ENSG00000258947, ENSG00000167552, ENSG00000104833, ENSG00000261456, ENSG00000196230, ENSG00000123416, ENSG00000167553, ENSG00000152086, ENSG00000137267, ENSG00000137285, ENSG00000176014], 15}",CHEMBL553025,CHEMBL553025,Q9H4B7,"[impc, chembl]",false,true,None,true
P00519,CHEMBL558752,568340,CHEMBL1062829,1,LITERATURE,Nat Biotechnol,1.8183025E7,10.1038/nbt1358,8,Tyrosine-protein kinase ABL,CHEMBL1862,Homo sapiens,210.0,nM,=,6.68,ENSG00000097007,false,"{[ENSG00000157764, ENSG00000128052], 2}",CHEMBL558752,CHEMBL558752,P00519,"[impc, eva, intogen, chembl, eva_somatic, cancer_gene_census]",false,true,Kinase,false
P04049,CHEMBL558752,568340,CHEMBL3636909,1,LITERATURE,ACS Med Chem Lett,2.6396681E7,10.1021/ml500526p,10904,Serine/threonine-protein kinase RAF,CHEMBL1906,Homo sapiens,19.0,nM,=,7.72,ENSG00000132155,false,"{[ENSG00000157764, ENSG00000128052], 2}",CHEMBL558752,CHEMBL558752,P04049,"[intogen, chembl, eva_somatic, cancer_gene_census]",false,true,Kinase,true
P07949,CHEMBL558752,568340,CHEMBL1908819,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,100079,Tyrosine-protein kinase receptor RET,CHEMBL2041,Homo sapiens,72.0,nM,=,7.14,ENSG00000165731,false,"{[ENSG00000157764, ENSG00000128052], 2}",CHEMBL558752,CHEMBL558752,P07949,"[uniprot_literature, impc, eva, orphanet, intogen, gene2phenotype, clingen, chembl, uniprot_variants, eva_somatic, cancer_gene_census]",false,true,Kinase,false
Q9P2K8,CHEMBL558752,568340,CHEMBL1908507,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,100925,Eukaryotic translation initiation factor 2-alpha kinase 4,CHEMBL5358,Homo sapiens,55.0,nM,=,7.26,ENSG00000128829,false,"{[ENSG00000157764, ENSG00000128052], 2}",CHEMBL558752,CHEMBL558752,Q9P2K8,[ot_genetics_portal],false,false,Kinase,false
P24941,CHEMBL564829,559790,CHEMBL4271325,1,LITERATURE,Eur J Med Chem,2.8911822E7,10.1016/j.ejmech.2017.08.071,11678,Cyclin-dependent kinase 2,CHEMBL301,Homo sapiens,45.0,nM,=,7.35,ENSG00000123374,true,"{[ENSG00000123374, ENSG00000170312, ENSG00000198400, ENSG00000135446], 4}",CHEMBL564829,CHEMBL564829,P24941,"[impc, chembl]",false,true,Kinase,false
P24941,CHEMBL564829,559790,CHEMBL4346803,1,LITERATURE,J Med Chem,3.054344E7,10.1021/acs.jmedchem.8b01469,107895,CDK2/Cyclin A2,CHEMBL3038469,Homo sapiens,8.0,nM,=,8.1,ENSG00000123374,true,"{[ENSG00000123374, ENSG00000170312, ENSG00000198400, ENSG00000135446], 4}",CHEMBL564829,CHEMBL564829,P24941,"[impc, chembl]",false,true,Kinase,true
O43283,CHEMBL572878,436277,CHEMBL1908662,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,103453,Mitogen-activated protein kinase kinase kinase 13,CHEMBL1163124,Homo sapiens,180.0,nM,=,6.75,ENSG00000073803,false,"{[ENSG00000178999, ENSG00000105146, ENSG00000087586], 3}",CHEMBL572878,CHEMBL572878,O43283,"[intogen, cancer_gene_census]",false,false,Kinase,false
P07948,CHEMBL572878,436277,CHEMBL1908559,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,11842,Tyrosine-protein kinase Lyn,CHEMBL3905,Homo sapiens,650.0,nM,=,6.19,ENSG00000254087,false,"{[ENSG00000178999, ENSG00000105146, ENSG00000087586], 3}",CHEMBL572878,CHEMBL572878,P07948,"[impc, intogen, chembl, cancer_gene_census]",false,true,Kinase,false
P10721,CHEMBL572878,436277,CHEMBL1908487,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,238,Stem cell growth factor receptor,CHEMBL1936,Homo sapiens,230.0,nM,=,6.64,ENSG00000157404,false,"{[ENSG00000178999, ENSG00000105146, ENSG00000087586], 3}",CHEMBL572878,CHEMBL572878,P10721,"[impc, eva, intogen, ot_genetics_portal, chembl, eva_somatic, cancer_gene_census]",false,true,Kinase,false
Q15349,CHEMBL572878,436277,CHEMBL1908824,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,11843,Ribosomal protein S6 kinase alpha 2,CHEMBL3906,Homo sapiens,2000.0,nM,=,5.7,ENSG00000071242,false,"{[ENSG00000178999, ENSG00000105146, ENSG00000087586], 3}",CHEMBL572878,CHEMBL572878,Q15349,[ot_genetics_portal],false,false,Kinase,false
Q08345,CHEMBL576982,573133,CHEMBL1057699,1,LITERATURE,J Med Chem,1.9754199E7,10.1021/jm9007533,100917,Epithelial discoidin domain-containing receptor 1,CHEMBL5319,Homo sapiens,81.0,nM,=,7.09,ENSG00000204580,false,"{[ENSG00000165731, ENSG00000122025, ENSG00000113721, ENSG00000134853, ENSG00000157404, ENSG00000182578], 6}",CHEMBL576982,CHEMBL576982,Q08345,"[impc, ot_genetics_portal]",false,false,Kinase,false
Q9UF33,CHEMBL576982,573133,CHEMBL1908445,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,30046,Ephrin type-A receptor 6,CHEMBL4526,Homo sapiens,9100.0,nM,=,5.04,ENSG00000080224,false,"{[ENSG00000165731, ENSG00000122025, ENSG00000113721, ENSG00000134853, ENSG00000157404, ENSG00000182578], 6}",CHEMBL576982,CHEMBL576982,Q9UF33,"[impc, chembl]",false,true,Kinase,false
P42338,CHEMBL586702,528559,CHEMBL1914128,1,LITERATURE,J Med Chem,2.1882832E7,10.1021/jm200688y,12576,PI3-kinase p110-beta subunit,CHEMBL3145,Homo sapiens,4.8,nM,=,8.32,ENSG00000051382,true,"{[ENSG00000145675, ENSG00000051382, ENSG00000105851, ENSG00000121879, ENSG00000105647, ENSG00000171608, ENSG00000141506, ENSG00000117461], 8}",CHEMBL586702,CHEMBL586702,P42338,"[impc, intogen, chembl, cancer_gene_census]",false,true,Kinase,true
P07550,CHEMBL59,4584,CHEMBL3801474,1,LITERATURE,Bioorg Med Chem,2.7132867E7,10.1016/j.bmc.2016.04.028,43,Beta-2 adrenergic receptor,CHEMBL210,Homo sapiens,61000.0,nM,=,4.21,ENSG00000169252,false,"{[ENSG00000043591], 1}",CHEMBL59,CHEMBL59,P07550,"[impc, chembl]",false,true,GPCR,false
P35372,CHEMBL596,19915,CHEMBL4410977,1,LITERATURE,ACS Med Chem Lett,3.1749912E7,10.1021/acsmedchemlett.9b00404,129,Mu opioid receptor,CHEMBL233,Homo sapiens,0.51,nM,=,9.29,ENSG00000112038,true,"{[ENSG00000112038], 1}",CHEMBL596,CHEMBL596,P35372,"[impc, ot_genetics_portal, chembl]",false,true,GPCR,true
